Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD05524,X-Ray Machine,01-08-2018,7,RescueTech,Model-600,France,10631.80059,24.68546871,4,1,3,System performance degraded due to data lag; mitigation via system reset. data loss high priority failure,61882,12,60712.95399,0.376355934,0.643486486,Medium Risk,1
MD05525,Infusion Pump,17-11-2018,7,RescueTech,Model-150,Japan,8692.380501,5.10360572,1,1,2,System performance degraded due to data lag; mitigation via replacement. moderate delay moderate delay,62468,12,61260.32282,0.064583739,0.480608754,Medium Risk,1
MD05526,Defibrillator,02-01-2019,6,CardioSync,Model-200,France,3885.801589,12.48649492,5,3,2,System performance degraded due to battery wear; mitigation via inspection. component issue non-critical warning,52087,12,18590.01534,-0.146376946,0.528486614,Medium Risk,1
MD05527,X-Ray Machine,09-11-2023,2,ImagingTech,Model-450,Canada,11008.89169,22.37821487,1,4,3,voltage spike caused operational delay; system reset initiated. data loss high priority failure,17520,12,3933.096603,0.644577291,0.213608894,High Risk,2
MD05528,Defibrillator,29-06-2016,9,RescueTech,Model-650,Italy,10067.81467,17.87328909,2,3,3,System performance degraded due to voltage spike; mitigation via system reset. critical failure urgent inspection needed,80185,12,25228.07757,0.169068695,0.679668324,Medium Risk,1
MD05529,Infusion Pump,01-09-2014,11,ImagingTech,Model-250,Italy,-13.92847924,16.4780821,4,5,3,Routine check completed; voltage spike observed during diagnostics. data loss critical failure,98362,12,20996.19862,0.005900842,0.995884371,Medium Risk,1
MD05530,Defibrillator,08-12-2015,10,UltraMed,Model-600,Italy,-1703.062429,24.17064702,3,2,3,battery wear caused operational delay; inspection initiated. critical failure critical malfunction,86436,12,44606.98037,-0.155503991,0.719969107,Medium Risk,1
MD05531,Infusion Pump,05-10-2015,10,ScanPro,Model-250,Japan,19537.2892,17.28267146,3,5,3,System performance degraded due to circuit failure; mitigation via component upgrade. sensor replaced critical malfunction,89249,12,16007.51042,0.166632404,0.752849121,High Risk,2
MD05532,CT Scanner,21-01-2023,2,ImagingTech,Model-100,Japan,10511.18434,11.77367898,3,4,2,battery wear caused operational delay; system reset initiated. driver update average severity report,16453,12,5210.247022,0.61341589,0.136540726,High Risk,2
MD05533,Infusion Pump,22-06-2018,7,UltraMed,Model-600,France,13818.81014,14.13700649,5,1,3,Routine check completed; software crash observed during diagnostics. sensor replaced sensor replacement,61608,12,60708.95483,0.244080064,0.542116718,Medium Risk,1
MD05534,Defibrillator,17-06-2015,10,ImagingTech,Model-350,Canada,9868.183687,18.52299694,1,3,2,overheating caused operational delay; system reset initiated. component issue driver update applied,87992,12,30393.1995,0.185914406,0.845144558,Medium Risk,1
MD05535,Defibrillator,14-08-2019,6,RescueTech,Model-300,Japan,10176.45152,6.636673556,5,5,3,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced urgent inspection needed,51884,12,10028.10986,0.095753521,0.425273668,High Risk,2
MD05536,CT Scanner,06-10-2015,10,MedEquip,Model-600,USA,5972.405025,20.1502887,2,0,2,System performance degraded due to circuit failure; mitigation via inspection. moderate delay device required inspection,87354,12,24189.47934,-0.122547644,0.873431276,Low Risk,0
MD05537,MRI Scanner,27-06-2015,10,RescueTech,Model-300,Canada,4648.62672,1.580768584,1,3,1,battery wear caused operational delay; firmware update initiated. software reset routine reset,85145,12,28536.05213,0.035097079,0.866831342,Medium Risk,1
MD05538,CT Scanner,02-10-2014,11,RescueTech,Model-550,France,1271.418275,17.06418277,1,2,3,Component inspection after detecting data lag; functionality restored. critical failure critical malfunction,97366,12,47156.69668,0.078311367,0.594991909,Medium Risk,1
MD05539,Infusion Pump,21-03-2021,4,UltraMed,Model-400,UK,12319.50849,25.92020579,3,2,3,Component replacement after detecting software crash; functionality restored. data loss sensor replacement,34655,12,16745.36397,0.229994598,0.466968556,High Risk,2
MD05540,PET Scanner,30-08-2015,10,RescueTech,Model-550,Japan,4850.941553,14.57665001,1,1,3,voltage spike caused operational delay; inspection initiated. data loss hardware fault,87542,12,84928.12913,0.211463998,0.883210292,Medium Risk,1
MD05541,PET Scanner,28-09-2014,11,CardioSync,Model-450,France,6222.050115,16.96697009,1,1,3,software crash caused operational delay; system reset initiated. sensor replaced high priority failure,95566,12,96221.53532,0.032527531,0.899003733,Medium Risk,1
MD05542,Defibrillator,16-04-2015,10,RescueTech,Model-100,UK,4410.75855,14.66587384,1,1,2,Component software patch after detecting voltage spike; functionality restored. component issue performance warning,88610,12,85230.34201,0.169484587,0.750445904,Medium Risk,1
MD05543,Defibrillator,02-09-2014,11,ImagingTech,Model-150,Italy,3635.145972,2.306440642,5,3,1,Routine check completed; voltage spike observed during diagnostics. minor issue routine reset,96617,12,31972.25448,0.212420582,0.986182373,Medium Risk,1
MD05544,CT Scanner,28-07-2018,7,ImagingTech,Model-550,Japan,191.2890337,8.61097806,2,3,1,Routine check completed; circuit failure observed during diagnostics. minor issue temporary glitch,59725,12,17631.24738,-0.162279135,0.520125644,Medium Risk,1
MD05545,Infusion Pump,04-09-2016,9,UltraMed,Model-650,USA,4521.874675,19.63141571,4,1,3,Routine check completed; overheating observed during diagnostics. critical failure high priority failure,78684,12,77563.57762,0.106695458,0.706792178,Medium Risk,1
MD05546,PET Scanner,11-08-2021,4,ScanPro,Model-650,Canada,5388.725782,5.836180504,1,1,1,System performance degraded due to abnormal sound; mitigation via firmware update. software reset routine reset,33604,12,35678.18263,0.342352621,0.303313314,Medium Risk,1
MD05547,Infusion Pump,03-03-2023,2,UltraMed,Model-300,France,4263.145961,11.54648176,1,2,2,Routine check completed; battery wear observed during diagnostics. driver update driver update applied,17548,12,9572.999902,0.200011511,0.1282015,Medium Risk,1
MD05548,MRI Scanner,07-06-2018,7,CardioSync,Model-650,Canada,23729.84218,19.83046065,5,3,3,voltage spike caused operational delay; component upgrade initiated. reboot failed critical failure,62268,12,19514.25756,0.576527438,0.557359949,High Risk,2
MD05549,Infusion Pump,18-10-2021,4,ScanPro,Model-300,Canada,6846.16622,6.533868687,2,1,1,overheating caused operational delay; recalibration initiated. log cleaned routine reset,35307,12,35675.0428,0.308012711,0.167294995,Medium Risk,1
MD05550,MRI Scanner,13-12-2020,5,ImagingTech,Model-500,Italy,8815.746907,2.762312703,4,1,1,Routine check completed; data lag observed during diagnostics. software reset temporary glitch,44403,12,41673.76869,0.178489258,0.458805539,Medium Risk,1
MD05551,PET Scanner,20-01-2014,11,ScanPro,Model-200,Italy,9306.79979,10.60103993,5,4,2,System performance degraded due to sensor misalignment; mitigation via recalibration. driver update component review,97827,12,25225.76687,0.094805564,0.834304381,Medium Risk,1
MD05552,X-Ray Machine,02-09-2023,2,MedEquip,Model-250,UK,17083.71858,9.929270225,5,1,2,Component firmware update after detecting voltage spike; functionality restored. reviewed logs average severity report,16384,12,18890.55386,0.817887174,0.151521047,High Risk,2
MD05553,MRI Scanner,22-07-2016,9,UltraMed,Model-100,USA,6272.21026,12.3210242,5,2,2,overheating caused operational delay; inspection initiated. component issue driver update applied,78231,12,39173.79495,0.013240825,0.700631346,Medium Risk,1
MD05554,MRI Scanner,30-01-2020,5,CardioSync,Model-650,Italy,23565.99915,29.36132982,3,1,3,System performance degraded due to software crash; mitigation via firmware update. critical failure emergency shutdown,41302,12,43286.39402,0.600464723,0.414611667,Medium Risk,1
MD05555,CT Scanner,26-08-2019,6,RescueTech,Model-200,USA,13936.99413,24.92892402,1,4,3,Component software patch after detecting software crash; functionality restored. data loss system crash,52033,12,10406.95209,0.23181585,0.482116556,High Risk,2
MD05556,CT Scanner,16-11-2018,7,RescueTech,Model-600,Japan,15318.74856,17.81151074,3,0,2,Component software patch after detecting voltage spike; functionality restored. component issue moderate delay,60469,12,26208.99183,0.283141696,0.541147834,Low Risk,0
MD05557,X-Ray Machine,29-09-2023,2,UltraMed,Model-450,Japan,4931.10033,3.309409333,5,1,1,Routine check completed; voltage spike observed during diagnostics. quick fix minor issue,18428,12,18287.01048,0.387829195,0.180521817,Medium Risk,1
MD05558,CT Scanner,17-05-2022,3,ImagingTech,Model-200,Italy,23459.95433,17.7923432,5,2,3,System performance degraded due to overheating; mitigation via replacement. data loss sensor replacement,26920,12,13561.47371,1.001474926,0.337953128,High Risk,2
MD05559,CT Scanner,05-05-2020,5,MedEquip,Model-550,France,1984.876997,7.224583155,2,1,1,voltage spike caused operational delay; replacement initiated. quick fix stable condition,45883,12,43974.17463,0.084605754,0.447234932,Medium Risk,1
MD05560,PET Scanner,26-01-2024,1,MedEquip,Model-200,France,5405.492335,7.279131241,4,3,1,Component software patch after detecting sensor misalignment; functionality restored. log cleaned system check passed,8064,12,1251.740131,0.603762541,0.189420125,Medium Risk,1
MD05561,PET Scanner,15-11-2017,8,ImagingTech,Model-450,Canada,12325.35088,5.776364578,4,1,2,Component system reset after detecting abnormal sound; functionality restored. reviewed logs device required inspection,70630,12,70230.88475,0.198055236,0.789585434,Medium Risk,1
MD05562,CT Scanner,15-09-2013,12,MedEquip,Model-650,Canada,8720.891107,2.528055084,5,3,2,Component software patch after detecting overheating; functionality restored. moderate delay device required inspection,106147,12,34035.74444,0.110332338,0.954886104,Medium Risk,1
MD05563,Defibrillator,06-09-2016,9,ImagingTech,Model-350,Italy,1936.500144,5.387876165,5,4,2,Routine check completed; software crash observed during diagnostics. driver update driver update applied,82020,12,21362.45663,-0.038829268,0.912214635,Medium Risk,1
MD05564,CT Scanner,18-03-2018,7,CardioSync,Model-350,France,23448.56325,10.47717367,3,1,3,System performance degraded due to sensor misalignment; mitigation via firmware update. sensor replaced critical malfunction,61924,12,62020.56249,0.418983801,0.543484993,Medium Risk,1
MD05565,Defibrillator,17-05-2015,10,ScanPro,Model-150,Japan,3371.893741,1.099663111,5,1,1,Component system reset after detecting sensor misalignment; functionality restored. minor issue stable condition,87533,12,87909.72485,-0.037573797,0.704058645,Medium Risk,1
MD05566,Infusion Pump,02-01-2016,9,CardioSync,Model-100,Italy,5393.214562,5.645487665,4,1,2,Component system reset after detecting overheating; functionality restored. reviewed logs device required inspection,79014,12,78886.54362,0.06645777,0.771860981,Medium Risk,1
MD05567,CT Scanner,20-12-2019,6,ImagingTech,Model-400,Canada,15708.75742,15.53889426,5,2,3,System performance degraded due to battery wear; mitigation via software patch. data loss sensor replacement,53206,12,25174.75568,0.244271308,0.556361211,Medium Risk,1
MD05568,PET Scanner,23-12-2014,11,ScanPro,Model-550,Japan,9417.695669,25.14872984,5,2,3,Component component upgrade after detecting sensor misalignment; functionality restored. reboot failed hardware fault,98266,12,47229.09592,0.053776525,1.113339179,Medium Risk,1
MD05569,X-Ray Machine,19-03-2019,6,UltraMed,Model-450,Canada,9255.04905,16.30792078,5,1,3,Component replacement after detecting circuit failure; functionality restored. sensor replaced urgent inspection needed,51970,12,54786.39727,0.271277503,0.585705551,Medium Risk,1
MD05570,Defibrillator,09-04-2022,3,MedEquip,Model-250,France,2774.666115,5.179664585,4,5,1,circuit failure caused operational delay; recalibration initiated. software reset routine reset,25293,12,4213.906128,0.208880443,0.378330293,Medium Risk,1
MD05571,Infusion Pump,17-06-2022,3,ScanPro,Model-100,USA,11582.71316,2.942479932,3,2,2,System performance degraded due to overheating; mitigation via system reset. driver update component review,29919,12,13159.06024,0.417232436,0.375894281,High Risk,2
MD05572,MRI Scanner,03-04-2017,8,RescueTech,Model-600,USA,10938.08798,26.85228971,1,0,3,data lag caused operational delay; system reset initiated. critical failure high priority failure,68516,12,26395.7529,0.283087078,0.608865621,Low Risk,0
MD05573,CT Scanner,09-10-2013,12,ImagingTech,Model-250,Italy,9002.376026,22.19080953,3,2,3,Routine check completed; battery wear observed during diagnostics. critical failure emergency shutdown,106307,12,52561.65856,0.157789436,1.053211593,Medium Risk,1
MD05574,CT Scanner,01-05-2018,7,ScanPro,Model-300,USA,5879.935119,8.736049949,1,0,2,Component replacement after detecting software crash; functionality restored. moderate delay performance warning,61898,12,26487.23708,0.157488294,0.521401305,Low Risk,0
MD05575,MRI Scanner,25-04-2017,8,ImagingTech,Model-300,France,6312.265829,11.44530402,3,2,1,Component inspection after detecting abnormal sound; functionality restored. log cleaned log file cleared,70527,12,37215.12112,0.084643717,0.677540389,Medium Risk,1
MD05576,MRI Scanner,01-12-2019,6,UltraMed,Model-200,France,12340.99544,16.33645169,4,3,2,data lag caused operational delay; replacement initiated. reviewed logs component review,50856,12,17686.17714,0.291418936,0.506878258,High Risk,2
MD05577,PET Scanner,22-05-2022,3,MedEquip,Model-100,France,2759.450462,13.15835662,3,1,2,System performance degraded due to battery wear; mitigation via recalibration. driver update driver update applied,30040,12,26857.34632,0.079732253,0.284134907,Medium Risk,1
MD05578,Defibrillator,26-06-2015,10,MedEquip,Model-350,France,3356.974716,4.382732418,3,2,1,Component replacement after detecting circuit failure; functionality restored. minor issue routine reset,87845,12,43445.03145,0.057075813,0.996975843,Medium Risk,1
MD05579,CT Scanner,24-12-2018,7,UltraMed,Model-500,Italy,498.5834232,6.890916113,4,0,3,Component replacement after detecting data lag; functionality restored. sensor replaced sensor replacement,60605,12,26052.72133,0.124736319,0.717991164,Low Risk,0
MD05580,PET Scanner,25-03-2021,4,RescueTech,Model-100,USA,12226.25219,6.40152568,2,1,2,abnormal sound caused operational delay; recalibration initiated. moderate delay component review,33195,12,35583.97113,0.435196375,0.334439307,Medium Risk,1
MD05581,Defibrillator,17-12-2019,6,ScanPro,Model-100,Canada,5052.186618,8.118464368,3,1,1,battery wear caused operational delay; software patch initiated. quick fix stable condition,49769,12,54193.93178,0.039926355,0.464488356,Medium Risk,1
MD05582,Defibrillator,02-12-2016,9,MedEquip,Model-300,USA,4973.10082,7.125850872,5,1,1,System performance degraded due to voltage spike; mitigation via recalibration. quick fix stable condition,79817,12,80339.83352,0.168592735,0.871849655,Medium Risk,1
MD05583,CT Scanner,16-09-2015,10,UltraMed,Model-500,Japan,2642.853489,2.887817578,5,0,1,System performance degraded due to software crash; mitigation via component upgrade. minor issue stable condition,86438,12,22600.7256,-0.089901327,0.857354358,Low Risk,0
MD05584,MRI Scanner,05-03-2023,2,RescueTech,Model-450,France,9026.168304,13.02300352,5,1,2,Component replacement after detecting overheating; functionality restored. driver update component review,17148,12,15566.56732,0.524221654,0.299589819,Medium Risk,1
MD05585,PET Scanner,14-04-2016,9,MedEquip,Model-250,Italy,5657.250417,2.09869612,2,4,1,Component firmware update after detecting circuit failure; functionality restored. log cleaned quick fix,78004,12,22126.22736,0.188307982,0.516982102,Medium Risk,1
MD05586,MRI Scanner,05-09-2023,2,ScanPro,Model-350,Canada,6852.698661,1.785478363,2,3,2,Routine check completed; data lag observed during diagnostics. moderate delay average severity report,18266,12,5219.774432,0.320981362,0.170346202,Medium Risk,1
MD05587,Infusion Pump,26-09-2019,6,ScanPro,Model-100,France,11276.00662,9.635856551,2,5,2,System performance degraded due to software crash; mitigation via software patch. reviewed logs driver update applied,53101,12,10064.92472,0.25258029,0.629023427,High Risk,2
MD05588,Infusion Pump,15-12-2016,9,ImagingTech,Model-200,Italy,4100.418334,9.069953381,3,2,2,sensor misalignment caused operational delay; system reset initiated. moderate delay moderate delay,79884,12,38742.89628,0.094914855,0.629061263,Medium Risk,1
MD05589,CT Scanner,03-05-2023,2,MedEquip,Model-600,UK,6950.915535,3.287406735,1,1,1,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue log file cleared,18617,12,16000.12706,0.538790764,0.019239202,Medium Risk,1
MD05590,X-Ray Machine,27-11-2023,2,MedEquip,Model-300,France,10862.2805,10.63650211,4,2,2,voltage spike caused operational delay; software patch initiated. driver update component review,16526,12,7859.790225,0.571995793,0.023468943,High Risk,2
MD05591,Infusion Pump,08-07-2015,10,ImagingTech,Model-200,UK,4276.031677,2.64919728,1,2,1,System performance degraded due to abnormal sound; mitigation via recalibration. minor issue routine reset,85731,12,43167.93047,0.138240098,0.846328055,Medium Risk,1
MD05592,Defibrillator,25-04-2013,12,CardioSync,Model-550,UK,19045.21733,27.01768886,4,2,3,Component firmware update after detecting abnormal sound; functionality restored. sensor replaced sensor replacement,104914,12,51976.09478,0.111774591,0.932165253,Medium Risk,1
MD05593,PET Scanner,28-10-2016,9,CardioSync,Model-350,France,17411.17104,12.72147826,5,0,3,Routine check completed; battery wear observed during diagnostics. data loss system crash,79558,12,25140.10038,0.189838868,0.790148014,Low Risk,0
MD05594,MRI Scanner,30-05-2016,9,CardioSync,Model-200,Canada,9193.099227,9.674840279,3,2,2,System performance degraded due to battery wear; mitigation via replacement. reviewed logs moderate delay,78990,12,40487.16229,0.121923919,0.847254858,Medium Risk,1
MD05595,PET Scanner,03-04-2021,4,ImagingTech,Model-550,Italy,4199.870733,6.797298511,4,0,2,data lag caused operational delay; inspection initiated. component issue device required inspection,32446,12,26172.68099,0.109053859,0.268695707,Low Risk,0
MD05596,X-Ray Machine,15-11-2022,3,MedEquip,Model-250,Canada,4467.788837,9.072550021,1,3,1,circuit failure caused operational delay; inspection initiated. log cleaned routine reset,26360,12,8932.012858,0.256183321,0.303028395,Medium Risk,1
MD05597,X-Ray Machine,29-04-2023,2,RescueTech,Model-200,UK,6142.582858,5.278706494,4,3,2,System performance degraded due to data lag; mitigation via system reset. moderate delay driver update applied,16131,12,5945.241936,0.58682763,0.17555544,Medium Risk,1
MD05598,Infusion Pump,20-10-2016,9,ScanPro,Model-300,Canada,6223.70141,6.125956402,5,0,1,Routine check completed; sensor misalignment observed during diagnostics. quick fix stable condition,78871,12,25670.91754,0.07776722,0.54887945,Low Risk,0
MD05599,X-Ray Machine,08-06-2023,2,RescueTech,Model-400,Italy,5642.684089,4.806253503,4,2,1,System performance degraded due to data lag; mitigation via replacement. software reset temporary glitch,18859,12,7937.1634,0.328000045,0.07046845,Medium Risk,1
MD05600,Defibrillator,31-10-2016,9,ScanPro,Model-650,Italy,9848.385195,4.103643219,4,5,2,System performance degraded due to circuit failure; mitigation via software patch. moderate delay moderate delay,75380,12,14042.90772,0.297473184,0.802271554,Medium Risk,1
MD05601,CT Scanner,28-05-2018,7,MedEquip,Model-100,Japan,15856.64231,15.19384662,5,2,3,Routine check completed; overheating observed during diagnostics. reboot failed urgent inspection needed,63412,12,31501.80168,0.496606409,0.643930637,Medium Risk,1
MD05602,CT Scanner,09-01-2023,2,CardioSync,Model-150,France,19273.60607,19.63491957,1,1,3,software crash caused operational delay; inspection initiated. sensor replaced hardware fault,16068,12,17347.91596,1.094984607,0.026604193,High Risk,2
MD05603,Defibrillator,13-09-2015,10,UltraMed,Model-500,France,4268.305024,6.75046091,4,2,1,Component software patch after detecting sensor misalignment; functionality restored. minor issue routine reset,88982,12,45227.20987,0.078761228,0.820108328,Medium Risk,1
MD05604,PET Scanner,14-07-2014,11,UltraMed,Model-550,Japan,12703.54428,4.280647665,1,2,2,data lag caused operational delay; system reset initiated. component issue moderate delay,97527,12,48618.7971,-0.004893746,0.701567232,Medium Risk,1
MD05605,CT Scanner,09-03-2024,1,RescueTech,Model-250,UK,6290.85671,3.603680587,2,1,1,Routine check completed; software crash observed during diagnostics. log cleaned low priority fault,8342,12,10599.31345,0.670177416,0.080946702,Medium Risk,1
MD05606,Infusion Pump,10-02-2014,11,RescueTech,Model-450,France,12139.31975,11.2668927,1,1,2,Component replacement after detecting battery wear; functionality restored. component issue component review,96991,12,95914.49847,-0.033840545,0.976701859,Medium Risk,1
MD05607,Infusion Pump,26-01-2014,11,MedEquip,Model-550,USA,6538.137899,7.104025687,4,0,1,System performance degraded due to circuit failure; mitigation via inspection. software reset log file cleared,95387,12,25147.87308,0.039608609,0.759324184,Low Risk,0
MD05608,CT Scanner,04-06-2018,7,ScanPro,Model-600,Japan,2080.065397,1.525459318,1,2,1,battery wear caused operational delay; system reset initiated. software reset low priority fault,58925,12,32825.26963,0.208968961,0.482185588,Medium Risk,1
MD05609,PET Scanner,19-06-2015,10,ImagingTech,Model-400,Japan,8454.541336,3.147384882,3,2,1,System performance degraded due to overheating; mitigation via component upgrade. quick fix stable condition,89179,12,45142.51328,0.012113501,0.69868323,Medium Risk,1
MD05610,MRI Scanner,19-08-2017,8,ImagingTech,Model-650,USA,19018.41214,10.44649636,5,2,3,Component component upgrade after detecting sensor misalignment; functionality restored. critical failure system crash,69132,12,32873.22118,0.203268253,0.684565159,Medium Risk,1
MD05611,Infusion Pump,22-07-2022,3,ImagingTech,Model-550,France,-724.0462866,1.551928997,1,3,1,System performance degraded due to abnormal sound; mitigation via software patch. log cleaned stable condition,28779,12,9293.596699,0.031668433,0.326964882,Medium Risk,1
MD05612,CT Scanner,10-07-2018,7,ScanPro,Model-550,Japan,6518.386146,13.73523373,5,1,2,Component component upgrade after detecting abnormal sound; functionality restored. component issue component review,62545,12,62142.42088,-0.056815146,0.749123524,Medium Risk,1
MD05613,Infusion Pump,07-11-2020,5,UltraMed,Model-400,USA,5233.304474,6.595233652,2,3,2,System performance degraded due to data lag; mitigation via inspection. driver update device required inspection,42628,12,14339.86023,0.155846708,0.265105512,Medium Risk,1
MD05614,Defibrillator,23-03-2021,4,RescueTech,Model-200,France,4393.313154,18.71233927,5,2,2,System performance degraded due to sensor misalignment; mitigation via system reset. driver update component review,35857,12,16024.15347,-0.141500122,0.329270644,Medium Risk,1
MD05615,PET Scanner,22-01-2019,6,ImagingTech,Model-400,France,2235.91797,2.329907262,4,1,1,Routine check completed; battery wear observed during diagnostics. quick fix routine reset,53293,12,52343.72296,0.020317188,0.600002965,Medium Risk,1
MD05616,MRI Scanner,04-04-2018,7,UltraMed,Model-550,Italy,12572.98965,16.67436674,2,0,2,Routine check completed; battery wear observed during diagnostics. reviewed logs non-critical warning,63710,12,26505.12416,0.049939322,0.61264977,Low Risk,0
MD05617,Defibrillator,25-03-2017,8,ScanPro,Model-150,Canada,5360.292958,2.390303241,1,3,2,data lag caused operational delay; software patch initiated. component issue average severity report,69401,12,22542.29402,0.007436718,0.528792556,Medium Risk,1
MD05618,X-Ray Machine,25-04-2016,9,ScanPro,Model-550,Japan,13171.98034,6.592217045,3,3,3,Routine check completed; circuit failure observed during diagnostics. reboot failed critical failure,78518,12,27118.4968,0.158191972,0.731541889,Medium Risk,1
MD05619,Defibrillator,14-08-2015,10,CardioSync,Model-300,Canada,4552.423057,11.8522739,2,2,2,battery wear caused operational delay; inspection initiated. component issue device required inspection,88201,12,41929.36022,0.03689758,0.934274724,Medium Risk,1
MD05620,CT Scanner,16-04-2022,3,ScanPro,Model-300,France,19847.70637,29.18835732,3,5,3,abnormal sound caused operational delay; firmware update initiated. critical failure critical malfunction,26305,12,5461.318248,0.731046774,0.251752928,High Risk,2
MD05621,PET Scanner,18-03-2019,6,ImagingTech,Model-150,France,6578.15651,3.892648974,2,2,1,System performance degraded due to overheating; mitigation via replacement. log cleaned minor issue,50631,12,28538.44358,0.344764067,0.567893133,Medium Risk,1
MD05622,Defibrillator,20-10-2015,10,RescueTech,Model-350,Canada,6035.366871,17.24414093,2,1,3,Component recalibration after detecting software crash; functionality restored. data loss critical failure,89008,12,88296.27096,0.146347926,0.92765625,Medium Risk,1
MD05623,PET Scanner,27-02-2017,8,CardioSync,Model-500,Japan,23569.43519,12.38743861,2,1,3,System performance degraded due to voltage spike; mitigation via software patch. sensor replaced emergency shutdown,72298,12,71762.96132,0.166505555,0.526123829,Medium Risk,1
MD05624,Defibrillator,27-02-2019,6,UltraMed,Model-650,Canada,2121.096365,7.810100546,2,3,1,Routine check completed; data lag observed during diagnostics. software reset low priority fault,52773,12,17361.63866,-0.092642788,0.417696278,Medium Risk,1
MD05625,X-Ray Machine,17-09-2023,2,CardioSync,Model-150,USA,3050.572776,8.928758881,5,0,2,sensor misalignment caused operational delay; component upgrade initiated. driver update device required inspection,15754,12,26522.05926,0.330742184,0.0958598,Low Risk,0
MD05626,PET Scanner,05-10-2021,4,MedEquip,Model-650,Japan,-1209.84613,12.75193711,1,2,2,Routine check completed; battery wear observed during diagnostics. reviewed logs device required inspection,34883,12,17016.22762,-0.035233859,0.322546571,Medium Risk,1
MD05627,Defibrillator,01-03-2024,1,MedEquip,Model-650,Japan,21771.21621,27.92166942,2,3,3,Routine check completed; circuit failure observed during diagnostics. reboot failed critical failure,7498,12,2455.369634,2.60535096,0.075610569,High Risk,2
MD05628,MRI Scanner,15-01-2024,0,UltraMed,Model-600,USA,13021.40855,14.87018614,2,2,3,System performance degraded due to software crash; mitigation via component upgrade. critical failure high priority failure,8400,12,4970.87266,1.588929623,0.172648571,High Risk,2
MD05629,X-Ray Machine,18-01-2015,10,RescueTech,Model-600,France,8893.820344,4.604217152,5,1,2,Component inspection after detecting abnormal sound; functionality restored. reviewed logs device required inspection,87857,12,86508.48501,0.072239993,0.756117073,Medium Risk,1
MD05630,PET Scanner,04-05-2018,7,UltraMed,Model-250,Japan,2294.804194,10.44939259,1,4,2,Component system reset after detecting sensor misalignment; functionality restored. component issue average severity report,62230,12,16299.86311,0.050153487,0.731372016,Medium Risk,1
MD05631,CT Scanner,08-11-2020,5,ScanPro,Model-100,Canada,6816.512053,3.741347434,3,2,1,Routine check completed; battery wear observed during diagnostics. log cleaned log file cleared,45750,12,22467.89125,0.088198267,0.558471105,Medium Risk,1
MD05632,CT Scanner,25-05-2022,3,CardioSync,Model-600,Canada,16690.36928,11.91709208,3,5,2,Component component upgrade after detecting voltage spike; functionality restored. moderate delay component review,27150,12,3841.606282,0.744209244,0.33954171,High Risk,2
MD05633,X-Ray Machine,02-06-2014,11,ScanPro,Model-250,France,6711.560983,8.262939325,3,0,1,software crash caused operational delay; system reset initiated. minor issue routine reset,94892,12,27408.37775,0.079305776,1.087257372,Low Risk,0
MD05634,PET Scanner,21-11-2019,6,UltraMed,Model-100,Italy,4201.888365,3.111037511,2,1,1,battery wear caused operational delay; replacement initiated. minor issue stable condition,53506,12,55012.41369,0.193068537,0.481811683,Medium Risk,1
MD05635,CT Scanner,18-05-2017,8,UltraMed,Model-150,UK,5828.521422,3.7692436,2,2,1,Component recalibration after detecting overheating; functionality restored. log cleaned system check passed,69683,12,36074.53031,0.017811673,0.51794241,Medium Risk,1
MD05636,PET Scanner,12-03-2014,11,ScanPro,Model-200,Japan,859.1382472,19.11662827,4,1,2,System performance degraded due to sensor misalignment; mitigation via inspection. reviewed logs component review,96120,12,94103.44762,-0.012295912,0.787954494,Medium Risk,1
MD05637,PET Scanner,15-11-2014,11,CardioSync,Model-450,Italy,4246.67092,9.540693269,5,1,2,System performance degraded due to battery wear; mitigation via recalibration. reviewed logs performance warning,96341,12,99125.22091,-0.005632742,0.935931704,Medium Risk,1
MD05638,CT Scanner,16-05-2018,7,CardioSync,Model-250,Canada,2934.029184,4.287111469,2,3,1,System performance degraded due to circuit failure; mitigation via replacement. quick fix temporary glitch,61507,12,17862.24704,0.201475545,0.544642712,Medium Risk,1
MD05639,MRI Scanner,13-03-2017,8,ImagingTech,Model-150,France,5844.214168,5.371892021,4,0,3,Component software patch after detecting data lag; functionality restored. reboot failed system crash,71485,12,24281.23498,0.072029943,0.593602514,Low Risk,0
MD05640,Defibrillator,02-05-2023,2,ScanPro,Model-400,Italy,7832.866377,13.88351665,3,4,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs driver update applied,18209,12,2335.319084,0.436497438,0.247606395,Medium Risk,1
MD05641,PET Scanner,13-07-2021,4,UltraMed,Model-300,Canada,5821.180952,16.44330343,1,2,2,Component inspection after detecting voltage spike; functionality restored. driver update component review,33395,12,17198.21455,0.152375641,0.319928314,Medium Risk,1
